data_width,data_height,rounds,noise,circuit_style,preserved_observable,code_distance,num_qubits,num_shots,num_correct,total_processing_seconds,decoder,version
18,27,28,0.0015,bounded_honeycomb_memory_EM3_v2,V,9,486,100000000,100000000,27788.68208369163,internal_correlated,2
22,33,34,0.0015,bounded_honeycomb_memory_EM3_v2,V,11,726,100000000,100000000,31669.08840922614,internal,2
22,33,34,0.0015,bounded_honeycomb_memory_EM3_v2,V,11,726,100000000,100000000,38397.29724301986,internal_correlated,2
6,9,10,0.002,bounded_honeycomb_memory_EM3_v2,V,3,54,302300,301174,8.710497616004432,internal,2
6,9,10,0.002,bounded_honeycomb_memory_EM3_v2,V,3,54,602300,601127,5.723397116074921,internal_correlated,2
10,15,16,0.002,bounded_honeycomb_memory_EM3_v2,V,5,150,7602300,7601299,449.19689125836885,internal,2
10,15,16,0.002,bounded_honeycomb_memory_EM3_v2,V,5,150,32702300,32701297,2081.46170064529,internal_correlated,2
14,21,22,0.002,bounded_honeycomb_memory_EM3_v2,V,7,294,100000000,99999646,12622.327520909137,internal,2
14,21,22,0.002,bounded_honeycomb_memory_EM3_v2,V,7,294,100000000,99999958,17642.94328264646,internal_correlated,2
18,27,28,0.002,bounded_honeycomb_memory_EM3_v2,V,9,486,100000000,99999990,25093.25789073747,internal,2
18,27,28,0.002,bounded_honeycomb_memory_EM3_v2,V,9,486,100000000,100000000,34318.611063399745,internal_correlated,2
22,33,34,0.002,bounded_honeycomb_memory_EM3_v2,V,11,726,100000000,100000000,39174.27719383544,internal,2
22,33,34,0.002,bounded_honeycomb_memory_EM3_v2,V,11,726,100329900,100329900,50419.029979332016,internal_correlated,2
6,9,10,0.003,bounded_honeycomb_memory_EM3_v2,V,3,54,404600,401125,12.230600503029564,internal,2
6,9,10,0.003,bounded_honeycomb_memory_EM3_v2,V,3,54,404600,402519,28.115656118992774,internal_correlated,2
