data_width,data_height,rounds,noise,circuit_style,preserved_observable,code_distance,num_qubits,num_shots,num_correct,total_processing_seconds,decoder,version
8,18,24,0.007,bounded_honeycomb_memory_SD6,-,8,380,1811456,1416570,0.15186866599833593,detection_fraction,2
12,24,36,0.007,bounded_honeycomb_memory_SD6,-,12,748,5391360,4162959,0.3138235100195743,detection_fraction,2
16,33,48,0.007,bounded_honeycomb_memory_SD6,-,16,1358,13136896,10061479,0.6002744209836237,detection_fraction,2
20,42,60,0.007,bounded_honeycomb_memory_SD6,-,20,2148,26067968,19869209,0.9937884339597076,detection_fraction,2
4,9,12,0.01,bounded_honeycomb_memory_SD6,-,4,100,230400,176491,0.05226088600466028,detection_fraction,2
8,18,24,0.01,bounded_honeycomb_memory_SD6,-,8,380,1811456,1316882,0.16935491503681988,detection_fraction,2
12,24,36,0.01,bounded_honeycomb_memory_SD6,-,12,748,5391360,3850281,0.37944045499898493,detection_fraction,2
16,33,48,0.01,bounded_honeycomb_memory_SD6,-,16,1358,13136896,9288854,0.8032316349563189,detection_fraction,2
20,42,60,0.01,bounded_honeycomb_memory_SD6,-,20,2148,26067968,18327578,1.2690025659976527,detection_fraction,2
4,9,12,0.015,bounded_honeycomb_memory_SD6,-,4,100,230400,161490,0.06686537194764242,detection_fraction,2
8,18,24,0.015,bounded_honeycomb_memory_SD6,-,8,380,1811456,1195787,0.22483736800495535,detection_fraction,2
12,24,36,0.015,bounded_honeycomb_memory_SD6,-,12,748,5391360,3489208,0.5450308619765565,detection_fraction,2
16,33,48,0.015,bounded_honeycomb_memory_SD6,-,16,1358,13136896,8408928,0.9821701900218613,detection_fraction,2
20,42,60,0.015,bounded_honeycomb_memory_SD6,-,20,2148,26067968,16568321,1.2610166240483522,detection_fraction,2
4,9,12,0.02,bounded_honeycomb_memory_SD6,-,4,100,230400,151367,0.06403809000039473,detection_fraction,2
8,18,24,0.02,bounded_honeycomb_memory_SD6,-,8,380,1811456,1117481,0.20548213401343673,detection_fraction,2
12,24,36,0.02,bounded_honeycomb_memory_SD6,-,12,748,5391360,3259260,0.5058128269738518,detection_fraction,2
16,33,48,0.02,bounded_honeycomb_memory_SD6,-,16,1358,13136896,7851405,1.0050507900305092,detection_fraction,2
20,42,60,0.02,bounded_honeycomb_memory_SD6,-,20,2148,26067968,15463717,1.5304035219596699,detection_fraction,2
4,9,12,0.03,bounded_honeycomb_memory_SD6,-,4,100,230400,138248,0.05677209701389074,detection_fraction,2
8,18,24,0.03,bounded_honeycomb_memory_SD6,-,8,380,1811456,1027295,0.1894025260116905,detection_fraction,2
12,24,36,0.03,bounded_honeycomb_memory_SD6,-,12,748,5391360,3000204,0.4456939939991571,detection_fraction,2
16,33,48,0.03,bounded_honeycomb_memory_SD6,-,16,1358,13136896,7238141,1.0210093919886276,detection_fraction,2
